industry_type,region,country,year,co2_emissions_metrictons,energy_consumption_twh,automobile_co2_emissions_metrictons,industrial_co2_emissions_metrictons,agriculture_co2_emissions_metrictons,domestic_co2_emissions_metrictons,population_millions,gdp_billion_usd,urbanization_percentage,renewable_energy_percentage,industrial_growth_percentage,transport_growth_percentage,co2_emissions_per_capita,energy_consumption_per_capita,renewable_energy_contribution
Energy,Asia,Germany,2017,3.24,300.1,48.82,180.01,24.91,10.84,348.79,21638.18,37.4,60.84,0.07,9.99,0.009289257146133777,0.8604031078872674,182.58084000000002
Energy,Asia,Germany,2017,269.55,543.73,47.46,38.23,5.79,12.86,1367.33,15812.03,38.48,91.95,13.42,-3.88,0.19713602422238963,0.3976582097957333,499.959735
Manufacturing,Asia,Germany,2017,109.06,347.81,75.69,81.73,8.73,9.61,945.18,1077.46,73.33,50.81,-8.26,3.01,0.11538542923041115,0.36798281808756006,176.722261
Construction,Asia,Germany,2017,127.66,585.87,66.63,175.51,34.46,1.84,340.77,12814.22,85.97,90.32,1.9,3.75,0.3746221791824398,1.7192534554098073,529.157784
Mining,Asia,Germany,2017,247.72,664.88,98.25,105.52,48.09,15.41,1159.08,7694.59,59.26,58.15,12.94,-0.41,0.2137212271801774,0.5736273596300514,386.62771999999995
Manufacturing,Asia,Germany,2017,254.46,619.95,48.67,19.76,2.89,7.46,1177.49,8529.69,31.22,24.94,-2.21,9.98,0.21610374610400088,0.5265012866351307,154.61553
Energy,Asia,India,2017,8.95,112.45,99.99,128.21,26.53,15.6,1459.1,9291.66,62.65,55.29,12.51,9.24,0.006133918168734151,0.07706805565074362,62.173604999999995
Manufacturing,Asia,India,2017,239.05,341.78,50.92,33.7,22.2,12.76,411.1,14883.39,29.34,20.36,-9.15,7.73,0.5814886888834834,0.83137922646558,69.58640799999999
Manufacturing,Asia,India,2017,52.65,214.5,99.12,186.68,40.53,11.52,777.47,20478.51,23.3,90.6,-4.3,5.73,0.0677196547776763,0.27589488983497756,194.33699999999996
Manufacturing,Asia,India,2017,15.48,346.64,47.23,138.94,4.86,4.1,1165.46,9013.34,59.46,72.69,10.68,2.0,0.013282309131158512,0.29742762514372006,251.972616
Mining,Asia,India,2017,11.47,57.37,78.62,58.21,19.28,1.19,1444.65,11.96,75.76,4.03,-6.23,-3.46,0.007939639359014294,0.03971204097878379,2.312011
Manufacturing,Asia,India,2017,123.9,261.23,40.65,81.43,3.56,5.16,1360.66,5478.35,82.72,29.05,-8.32,-2.12,0.09105875090029839,0.19198771184572194,75.887315
Mining,Asia,India,2017,202.38,922.92,10.75,158.56,6.18,10.67,490.7,685.63,76.86,57.43,11.42,6.57,0.4124312207051151,1.8808233136335846,530.032956
Manufacturing,Asia,India,2017,67.28,792.61,35.8,145.02,46.24,7.6,88.17,5543.06,34.9,48.38,-9.51,2.23,0.7630713394578655,8.989565611886128,383.464718
Energy,Asia,India,2017,46.54,636.65,65.62,146.75,20.81,1.33,696.93,22146.83,73.57,59.63,2.71,5.05,0.06677858608468569,0.9135063779719628,379.634395
Energy,Asia,South Africa,2017,109.78,766.53,40.35,196.96,18.45,1.78,1493.8,4298.77,88.17,33.21,8.21,1.73,0.07349042709867452,0.5131409827286116,254.56461299999998
Energy,Asia,South Africa,2017,144.04,941.33,24.74,76.59,35.09,10.67,810.43,12442.58,62.47,80.38,11.07,-1.07,0.1777328085090631,1.1615191935145541,756.641054
Energy,Asia,South Africa,2017,39.88,890.51,39.45,148.72,0.75,13.92,626.8,17289.48,49.06,37.76,-1.13,-2.81,0.06362476068921506,1.42072431397575,336.256576
Mining,Asia,South Africa,2017,181.12,463.51,47.61,186.94,33.73,11.78,534.7,17532.8,55.17,93.86,-5.71,-4.83,0.33873199925191694,0.866859921451281,435.05048600000003
Manufacturing,Asia,South Africa,2017,116.09,391.32,14.66,104.7,11.67,11.53,830.13,10147.03,48.62,72.71,13.02,0.04,0.1398455663570766,0.4713960464023707,284.52877199999995
Construction,Asia,South Africa,2017,213.16,312.04,95.09,117.36,17.12,3.07,793.07,19749.27,52.44,87.73,3.42,9.53,0.26877829195405195,0.39345833280794884,273.752692
Construction,Asia,South Africa,2017,233.79,777.96,91.8,199.78,15.61,4.33,642.08,192.67,57.92,18.53,-9.79,-0.11,0.3641135061051582,1.2116247196611014,144.155988
Manufacturing,Asia,South Africa,2017,78.04,154.7,55.22,40.26,10.4,11.68,878.12,15489.17,66.09,74.66,13.73,-2.12,0.08887168040814468,0.17617182161891312,115.49901999999999
Mining,Asia,South Africa,2017,265.04,966.48,18.54,165.16,10.65,4.32,1416.18,15529.96,79.32,12.64,-6.36,6.88,0.18715135081698656,0.682455620048299,122.16307200000001
Mining,Asia,South Africa,2017,270.46,134.28,20.49,119.18,12.19,8.74,1374.96,9474.55,57.78,32.8,7.22,7.58,0.1967039041135742,0.09766102286611975,44.04384
Construction,Asia,South Africa,2017,117.97,68.44,78.02,77.0,41.99,3.29,188.3,14197.85,78.98,98.3,13.22,1.97,0.6265002655337227,0.36346255974508757,67.27651999999999
Mining,Asia,South Africa,2017,218.97,477.33,33.22,110.09,40.43,0.58,1180.17,733.95,83.44,63.7,-2.94,5.91,0.18554106611759322,0.4044586796817407,304.05921
Energy,Asia,South Africa,2017,218.47,684.58,29.66,139.88,31.47,3.15,949.74,12177.11,28.61,21.51,6.51,3.07,0.23003137700844442,0.7208078000294817,147.253158
Manufacturing,Asia,South Africa,2017,57.05,523.96,2.97,66.09,48.64,13.3,1005.05,9251.24,30.83,50.16,-8.06,6.02,0.056763345107208596,0.5213272971493956,262.81833600000004
Construction,Asia,South Africa,2017,142.27,474.38,67.02,74.27,27.42,9.56,1020.15,13211.82,71.26,93.1,-5.09,-1.3,0.13945988335048767,0.4650100475420281,441.64778
Energy,Asia,Usa,2017,129.62,970.48,71.38,101.64,11.21,4.88,62.23,1097.59,76.47,50.48,6.1,6.19,2.08291820665274,15.595050618672667,489.898304
Manufacturing,Asia,Usa,2017,193.24,660.77,27.92,1.98,39.05,10.91,931.2,8757.07,82.74,99.22,0.75,0.56,0.2075171821305842,0.7095897766323024,655.6159939999999
Construction,Asia,Usa,2017,212.03,304.69,16.34,122.2,45.08,19.58,122.36,5108.87,99.91,97.67,3.37,1.48,1.732837528604119,2.490111147433802,297.590723
Construction,Asia,Usa,2017,23.63,631.38,39.47,183.32,38.15,19.4,250.35,12378.24,95.52,16.75,3.65,4.23,0.09438785700019972,2.5219892150988614,105.75614999999999
Manufacturing,Asia,Usa,2017,109.19,838.24,5.13,28.54,47.95,1.63,91.85,20208.47,48.05,19.5,-6.82,-4.39,1.188786064235166,9.126183995645075,163.45680000000002
Construction,Asia,Usa,2017,253.66,982.55,67.94,182.94,35.49,10.82,573.55,623.53,24.65,20.88,6.31,-1.21,0.4422630982477552,1.7131026065730974,205.15643999999998
Energy,Asia,Usa,2017,283.51,540.2,42.38,62.77,42.3,13.44,573.78,1351.74,34.47,38.81,2.43,-4.22,0.4941092404754436,0.9414758269720103,209.65162000000004
Mining,Asia,Usa,2017,25.19,78.57,25.1,7.07,14.36,8.38,761.72,8680.13,65.39,54.68,12.61,3.28,0.03306989444940398,0.10314813842356771,42.962075999999996
Mining,Asia,Usa,2017,151.39,93.32,12.42,106.05,0.73,17.82,1260.31,24272.8,56.62,84.89,3.19,7.98,0.1201212400123779,0.0740452745753029,79.219348
Construction,Asia,Usa,2017,108.65,493.46,7.06,148.15,6.01,14.49,1102.97,1837.69,71.92,48.49,0.37,-1.47,0.0985067590233642,0.4473920414879824,239.27875400000002
Construction,Asia,Usa,2017,264.64,925.06,61.08,168.72,40.57,13.72,688.98,12718.66,58.93,71.01,-2.2,7.51,0.38410403785305813,1.3426514557752038,656.885106
Construction,Asia,Usa,2017,40.92,150.69,52.26,66.12,16.21,3.25,417.9,18797.56,94.83,87.25,12.54,1.3,0.09791816223977029,0.3605886575735822,131.477025
Mining,Asia,Usa,2017,69.33,827.13,24.23,153.54,26.85,4.52,1428.16,19213.17,24.8,30.81,2.81,3.49,0.0485449809545149,0.5791577974456643,254.838753
Construction,Asia,Usa,2017,197.83,799.85,78.34,105.13,38.3,8.21,310.27,12358.34,70.72,56.33,4.79,6.85,0.6376059561027493,2.5779160086376383,450.555505
Energy,Europe,Australia,2017,54.61,69.63,55.73,38.39,33.69,9.78,130.93,21195.55,37.29,59.88,0.7,0.22,0.41709310318490794,0.5318108913159703,41.694444000000004
Manufacturing,Europe,Australia,2017,170.01,365.7,70.43,107.49,30.88,16.54,349.86,17087.1,55.8,89.99,1.12,1.82,0.48593723203567135,1.045275252958326,329.09342999999996
Construction,Europe,Australia,2017,33.45,124.04,62.62,111.48,5.22,7.25,1196.56,18640.41,50.87,57.43,-6.77,8.33,0.02795513806244568,0.10366383633081501,71.23617200000001
Manufacturing,Europe,Australia,2017,38.74,99.74,10.31,68.22,38.27,17.25,314.68,12135.8,53.51,63.68,-3.56,1.27,0.1231091902885471,0.3169569086055675,63.514432
Energy,Europe,Australia,2017,199.98,856.82,29.28,28.15,24.82,1.6,427.54,11506.57,61.6,91.88,14.28,-3.16,0.4677457080039294,2.004069794639098,787.246216
Construction,Europe,Australia,2017,26.55,865.72,17.42,69.49,1.78,10.08,1353.63,1145.66,57.37,64.48,1.1,6.56,0.01961392699629884,0.6395543833987131,558.216256
Energy,Europe,Australia,2017,226.58,285.68,13.64,106.27,46.7,12.43,1164.16,12007.65,97.6,14.56,10.72,-4.66,0.19462960417811984,0.2453958218801539,41.595008
Construction,Europe,Australia,2017,67.33,33.48,14.15,187.06,10.65,3.62,1054.67,17272.17,39.15,44.92,12.43,8.94,0.06383987408383665,0.031744526723998974,15.039216
Mining,Europe,Australia,2017,215.96,316.65,22.06,104.99,15.01,11.44,1218.09,21621.14,44.76,11.88,-2.89,4.03,0.1772939602164044,0.2599561608748122,37.61802
Energy,Europe,Australia,2017,53.59,468.12,49.22,67.48,47.11,1.42,442.86,16834.39,21.6,5.61,12.25,7.36,0.12100889671679538,1.0570383416881182,26.261532000000003
Manufacturing,Europe,Australia,2017,216.88,951.0,7.58,179.39,25.31,19.61,972.66,7063.15,79.53,56.54,-7.1,-1.32,0.22297616844529436,0.9777311701930788,537.6954000000001
Manufacturing,Europe,Australia,2017,113.13,841.39,94.3,177.63,18.24,15.15,136.41,3144.48,57.17,86.82,-8.96,3.73,0.8293380250714757,6.168096180631919,730.4947979999998
Energy,Europe,Australia,2017,219.34,318.88,4.23,113.16,22.66,15.51,104.0,17822.8,60.78,62.85,-7.52,4.24,2.1090384615384616,3.066153846153846,200.41608
Mining,Europe,Australia,2017,61.19,490.87,63.48,61.6,13.39,16.77,1429.89,10794.18,62.03,25.59,5.65,4.55,0.042793501598025016,0.34329214135353064,125.61363300000001
Construction,Europe,Australia,2017,258.6,626.75,74.49,115.98,31.9,1.56,1361.62,7253.01,83.41,89.71,1.01,-0.94,0.18992082960003528,0.4602972929304799,562.2574249999999
Energy,Europe,Australia,2017,143.64,376.79,47.86,199.65,7.6,19.89,1360.06,19743.79,93.68,67.7,-3.08,0.86,0.105612987662309,0.27703924826845877,255.08683000000002
Mining,Europe,Brazil,2017,220.65,46.25,89.16,171.61,37.02,10.78,408.21,8922.05,54.47,44.51,9.16,2.88,0.5405306092452414,0.11329952720413514,20.585875
Mining,Europe,Brazil,2017,134.24,689.84,89.81,93.18,36.0,18.8,580.64,601.51,92.85,56.22,1.04,4.83,0.231193166161477,1.1880683383852302,387.82804799999997
Construction,Europe,Brazil,2017,57.15,985.7,32.96,88.62,25.38,18.5,456.23,9817.7,58.67,53.79,5.95,2.94,0.1252657650746334,2.1605330644631,530.20803
Energy,Europe,Brazil,2017,122.56,105.61,48.12,124.87,5.26,7.22,68.27,16455.09,26.78,26.0,-6.3,3.69,1.7952248425369857,1.54694594990479,27.4586
Energy,Europe,Brazil,2017,228.01,465.84,89.67,198.53,26.92,15.1,1158.65,13793.75,90.56,0.16,-6.73,-0.21,0.19678936693565785,0.4020541147024554,0.7453439999999999
Energy,Europe,Brazil,2017,92.35,560.09,69.16,91.65,20.49,2.62,705.07,18179.45,91.08,11.08,-8.07,4.56,0.13097990270469598,0.7943750265931042,62.057972
Construction,Europe,Brazil,2017,291.71,291.14,70.53,62.55,7.91,2.45,583.27,17257.59,93.5,16.82,-1.63,0.63,0.5001285853892709,0.4991513364308125,48.969748
Mining,Europe,Brazil,2017,13.64,734.57,36.31,181.73,6.17,10.04,223.62,15812.62,80.98,22.93,-6.92,-1.93,0.060996333065021016,3.284902960379215,168.436901
Energy,Europe,Brazil,2017,224.09,117.44,8.38,55.99,28.25,4.85,689.82,20745.31,49.46,82.89,-1.64,-4.42,0.32485286016642023,0.17024731089269662,97.346016
Construction,Europe,Brazil,2017,160.18,60.68,64.11,136.31,29.9,0.34,1116.48,14421.14,80.98,3.1,7.55,2.36,0.14346875895672112,0.0543493837775867,1.88108
Manufacturing,Europe,Brazil,2017,208.9,381.47,78.85,161.03,25.34,9.63,739.65,21628.09,97.15,24.93,12.81,4.18,0.2824308794700196,0.5157439329412561,95.100471
Manufacturing,Europe,Brazil,2017,157.42,662.94,86.41,95.34,34.19,1.49,765.89,3122.16,76.35,98.4,-8.38,2.66,0.20553865437595475,0.8655812192351383,652.3329600000001
Manufacturing,Europe,Brazil,2017,198.7,861.1,2.11,196.14,0.47,15.27,1031.15,3462.78,30.22,21.25,-1.65,-3.31,0.19269747369441884,0.8350870387431508,182.98375
Construction,Europe,Brazil,2017,235.95,483.36,7.01,44.51,35.32,16.91,1313.86,23666.36,77.64,49.28,2.64,0.3,0.1795853439483659,0.3678930784101807,238.19980800000002
Energy,Europe,Brazil,2017,8.6,899.27,35.86,142.43,18.88,6.76,1049.36,5973.27,77.45,96.7,-8.67,-2.54,0.008195471525501258,0.8569699626438972,869.59409
Mining,Europe,Brazil,2017,31.25,254.52,7.54,96.76,23.64,2.91,1031.22,17569.9,92.45,56.01,1.51,-1.79,0.03030391187137565,0.24681445278408098,142.55665199999999
Construction,Europe,Brazil,2017,95.9,914.56,36.76,169.52,30.3,16.39,350.64,705.17,22.69,34.92,-5.01,0.18,0.2734998859228839,2.6082591832078483,319.364352
Energy,Europe,Brazil,2017,101.33,404.49,45.18,156.87,21.7,3.51,448.07,3300.08,27.34,2.43,-1.54,4.45,0.22614770013613944,0.9027384114089316,9.829107
Construction,Europe,Canada,2017,203.98,745.44,29.02,135.64,47.19,4.51,7.61,16678.42,68.19,24.16,6.19,6.17,26.804204993429696,97.95532194480947,180.098304
Construction,Europe,Canada,2017,224.87,650.38,15.46,44.82,33.8,4.95,288.7,19771.42,68.1,63.32,-4.15,4.41,0.7789054381711119,2.25278836162106,411.82061600000003
Manufacturing,Europe,Canada,2017,275.31,271.57,19.79,83.45,42.25,2.67,674.77,9652.53,77.57,13.03,-4.17,2.89,0.4080056908279858,0.402463061487618,35.385571
Mining,Europe,Canada,2017,15.88,263.13,54.0,107.85,11.98,8.86,1333.59,16694.26,88.31,28.61,9.63,-1.18,0.011907707766254997,0.19730951791780083,75.281493
Mining,Europe,Canada,2017,200.23,434.65,69.85,30.96,2.03,11.25,662.53,2763.98,80.14,58.24,12.48,-2.03,0.3022202768176535,0.6560457639654054,253.14016
Energy,Europe,Canada,2017,183.23,232.41,66.45,41.99,0.54,10.78,1462.09,12613.77,57.7,15.73,2.99,-0.54,0.12532060269887627,0.15895738292444378,36.558093
Energy,Europe,Canada,2017,151.24,299.35,94.26,157.74,28.97,10.67,1368.11,20774.07,63.03,54.36,14.11,-0.68,0.11054666656920863,0.21880550540526716,162.72666
Mining,Europe,Canada,2017,37.09,741.98,7.21,123.98,17.63,10.09,549.83,7549.29,46.35,12.31,3.51,-1.3,0.06745721404797847,1.349471654875143,91.337738
Energy,Europe,Canada,2017,144.8,33.9,24.67,61.02,13.85,11.52,1479.59,17484.7,81.24,46.11,10.9,-1.87,0.0978649490737299,0.02291175258010665,15.63129
Energy,Europe,Canada,2017,169.81,35.95,13.85,175.05,30.73,8.61,358.73,12741.71,36.51,29.0,0.31,4.51,0.47336436874529586,0.10021464611267528,10.425500000000001
Manufacturing,Europe,Canada,2017,245.67,320.17,36.73,46.95,43.57,4.52,1183.25,16592.37,67.32,93.09,12.71,2.66,0.20762307204732727,0.2705852524825692,298.04625300000004
Construction,Europe,Canada,2017,114.6,883.12,44.61,133.03,21.57,7.88,379.22,24349.8,35.52,86.82,13.68,4.89,0.30219925109435153,2.328780127630399,766.7247839999999
Construction,Europe,Canada,2017,130.45,729.62,35.72,147.66,24.09,18.2,503.07,5799.66,61.8,65.16,0.9,2.21,0.2593078498022144,1.450334943447234,475.420392
Energy,Europe,Canada,2017,119.53,215.58,97.5,193.06,25.87,17.58,22.34,3319.92,23.03,59.93,6.25,-4.23,5.350492390331245,9.649955237242615,129.19709400000002
Manufacturing,Europe,Canada,2017,219.55,908.09,65.31,153.32,5.76,3.95,966.02,975.15,25.28,97.76,-1.18,8.51,0.2272727272727273,0.9400322974679614,887.748784
Manufacturing,Europe,Canada,2017,219.35,340.61,75.8,36.58,27.52,9.68,1429.77,20748.29,35.01,67.87,5.93,-1.99,0.15341628373794386,0.2382271274400778,231.172007
Mining,Europe,China,2017,195.52,810.98,41.94,82.17,45.12,13.02,896.3,12096.62,49.34,82.52,-3.46,9.68,0.2181412473502176,0.9048086578154636,669.220696
Mining,Europe,China,2017,237.29,531.01,53.68,32.79,7.83,18.94,1100.69,9129.44,20.71,72.09,2.18,4.48,0.21558295251160633,0.4824337461047161,382.805109
Energy,Europe,China,2017,233.32,821.11,98.24,40.27,29.37,17.24,1411.47,1553.05,74.0,33.54,14.98,9.4,0.1653028403012462,0.5817410217716281,275.400294
Mining,Europe,China,2017,187.69,771.59,0.54,23.56,46.59,11.03,825.88,9061.86,25.61,5.87,11.21,9.42,0.22726061897612243,0.9342640577323582,45.292333
Construction,Europe,China,2017,236.61,654.48,88.9,185.61,38.26,12.35,142.74,12123.75,31.41,14.87,7.29,9.65,1.6576292559899117,4.585119798234552,97.321176
Mining,Europe,China,2017,236.59,108.16,62.21,135.17,48.48,0.93,877.12,16007.66,91.29,36.87,-6.45,0.5,0.2697350419554907,0.12331265961327982,39.878592
Manufacturing,Europe,China,2017,20.03,44.28,63.91,109.24,25.19,1.87,1076.77,11601.33,57.11,95.49,1.07,9.4,0.01860192984574236,0.041122988196179315,42.282972
Mining,Europe,China,2017,22.8,250.54,28.53,15.35,18.26,16.57,251.33,3001.36,54.9,95.84,8.75,-3.41,0.09071738351967533,0.9968567222376954,240.117536
Mining,Europe,China,2017,250.28,795.93,82.43,33.2,27.5,5.02,427.51,641.89,52.95,82.31,2.42,-4.89,0.5854365979743164,1.8617810109705035,655.129983
Construction,Europe,China,2017,156.44,514.54,17.37,67.18,24.69,15.98,948.05,7379.1,44.43,80.8,12.64,1.28,0.1650123938610833,0.5427350878118242,415.7483199999999
Energy,Europe,China,2017,209.13,334.91,51.8,126.32,37.58,18.63,549.27,24358.97,30.73,51.51,13.68,2.74,0.3807417117264733,0.6097365594334299,172.512141
Manufacturing,Europe,China,2017,156.43,519.23,61.42,32.17,45.72,16.64,1217.71,9022.91,45.94,27.82,7.58,-1.79,0.12846244179648686,0.4263987320462179,144.44978600000002
Mining,Europe,Germany,2017,1.05,839.74,90.41,73.32,0.63,9.13,179.2,4107.31,79.0,94.88,13.17,-0.71,0.005859375000000001,4.686049107142858,796.745312
Manufacturing,Europe,Germany,2017,143.48,137.36,16.45,173.23,48.53,10.99,839.09,12665.72,71.46,3.0,14.89,0.39,0.17099476814167727,0.16370115243895172,4.1208
Mining,Europe,Germany,2017,220.79,840.08,76.68,74.85,22.17,0.24,1352.18,10118.23,96.43,54.27,-9.15,-4.29,0.16328447396056736,0.6212782321880223,455.91141600000003
Mining,Europe,Germany,2017,106.9,688.83,57.7,156.35,26.1,1.4,312.13,7393.82,32.6,59.52,-0.11,7.45,0.34248550283535706,2.206868932816455,409.9916160000001
Construction,Europe,Germany,2017,82.09,825.26,22.4,99.51,16.24,0.25,1247.97,14519.43,50.18,44.18,9.88,2.7,0.06577882481149387,0.6612819218410699,364.599868
Construction,Europe,Germany,2017,84.33,17.77,25.04,17.0,22.1,14.5,381.19,21257.45,24.84,86.52,14.64,4.5,0.22122825887352762,0.04661717253862903,15.374604
Manufacturing,Europe,Germany,2017,47.4,847.07,27.02,138.11,46.49,10.51,1260.93,21062.9,37.78,95.97,-7.84,2.82,0.037591301658299825,0.6717819387277645,812.933079
Construction,Europe,Germany,2017,215.62,595.28,3.66,27.78,11.47,8.33,750.39,24281.52,80.82,45.15,1.21,9.38,0.2873439144977945,0.7932941537067392,268.76892
Manufacturing,Europe,Germany,2017,28.01,403.2,50.65,140.92,29.46,6.75,1222.59,10925.75,56.23,48.27,13.26,9.64,0.022910378786019845,0.3297916717787648,194.62464
Mining,Europe,Germany,2017,298.66,281.09,1.74,197.6,20.48,16.0,591.35,23383.2,79.24,98.72,13.6,7.49,0.5050477720470111,0.4753360953749894,277.49204799999995
Energy,Europe,Germany,2017,162.07,226.91,93.48,120.16,12.29,13.42,70.34,10889.38,78.9,45.57,8.22,6.07,2.3040943986352,3.2259027580324138,103.40288699999999
Manufacturing,Europe,Germany,2017,99.99,969.14,13.91,85.72,7.08,3.95,1412.93,6313.31,60.27,64.79,2.21,1.86,0.07076783704783676,0.6859080067660818,627.9058060000001
Mining,Europe,Germany,2017,127.53,910.33,41.24,73.14,1.83,15.8,451.13,22948.63,20.9,51.93,4.83,3.29,0.28269013366435397,2.0178884135393345,472.734369
Construction,Europe,Germany,2017,47.51,870.42,95.06,14.5,20.47,13.83,520.73,6681.72,92.36,99.44,-4.8,5.74,0.09123730148061375,1.671538033145776,865.5456479999999
Energy,Europe,Germany,2017,257.3,680.19,66.19,198.47,17.57,17.16,744.71,20093.54,44.57,17.61,4.91,-0.08,0.3455036188583475,0.9133622483919915,119.78145900000001
Mining,Europe,India,2017,53.39,672.42,13.93,40.76,31.59,8.5,347.89,9.17,33.41,66.88,-0.29,-4.35,0.15346805024576735,1.9328523383828222,449.71449599999994
Energy,Europe,India,2017,139.2,349.88,37.94,97.61,32.11,5.6,1387.8,21548.89,61.22,5.25,4.27,-0.97,0.1003026372676178,0.2521112552240957,18.3687
Manufacturing,Europe,India,2017,185.84,557.4,51.88,117.76,26.2,17.86,249.32,15132.04,97.08,80.0,-7.89,5.23,0.7453874538745388,2.2356810524626987,445.92
Manufacturing,Europe,India,2017,31.47,799.63,70.5,198.41,35.86,11.35,855.74,9365.28,89.66,87.19,14.45,9.58,0.03677518872554748,0.9344310187673825,697.1973969999999
Mining,Europe,India,2017,46.23,86.45,52.82,160.02,32.89,0.98,1003.96,24446.76,60.04,23.17,-2.09,-0.34,0.04604765130084863,0.08610900832702498,20.030465000000003
Construction,Europe,India,2017,96.25,442.36,6.7,11.58,33.51,17.25,1259.24,19429.64,34.4,19.35,3.56,3.89,0.07643499253517995,0.3512912550427242,85.59666000000001
Energy,Europe,India,2017,194.46,983.61,48.31,128.73,4.55,17.27,441.51,11999.11,72.26,39.46,-0.98,1.94,0.4404430250730448,2.2278317591900523,388.132506
Mining,Europe,India,2017,116.79,552.32,63.83,174.84,0.63,1.17,1078.42,8475.65,20.63,54.3,9.34,-0.71,0.108297323862688,0.5121566736521949,299.90976
Mining,Europe,India,2017,95.79,247.66,81.24,158.0,26.8,6.14,23.78,7489.35,99.97,87.69,5.14,1.79,4.028174936921783,10.414634146341463,217.17305399999998
Construction,Europe,India,2017,200.99,611.71,69.38,45.95,38.31,3.57,727.06,18654.09,37.53,95.19,14.77,5.26,0.27644210931697527,0.8413473440981488,582.2867490000001
Construction,Europe,India,2017,71.37,65.86,66.41,7.6,3.91,14.75,453.52,2082.96,77.72,32.42,-4.51,-4.38,0.1573690245193156,0.14521961545246076,21.351812
Energy,Europe,India,2017,36.54,114.9,86.89,118.34,13.41,4.31,261.99,5685.01,89.86,40.59,14.86,-2.08,0.13947097217451046,0.43856635749456085,46.63791000000001
Manufacturing,Europe,India,2017,57.35,339.73,12.16,77.32,30.99,4.84,685.03,22599.22,67.64,48.87,2.09,2.86,0.08371896121337752,0.4959344846211115,166.026051
Energy,Europe,India,2017,161.48,444.32,5.95,28.56,33.09,19.81,542.6,10784.8,54.56,19.43,0.65,8.39,0.29760412827128635,0.8188720973092517,86.331376
Manufacturing,Europe,India,2017,61.28,634.36,81.87,72.04,45.88,4.15,1163.28,10984.58,55.58,44.21,5.53,-2.85,0.05267863283130459,0.545320129289595,280.450556
Energy,Europe,India,2017,120.39,636.7,35.34,187.95,35.03,1.78,778.88,231.66,87.08,18.62,-6.99,-3.58,0.15456809778142974,0.8174558340180773,118.55354000000001
Construction,Europe,India,2017,115.49,53.6,1.01,54.81,41.18,8.55,1160.57,7400.85,95.75,70.22,7.81,-2.5,0.0995114469614069,0.04618420259010659,37.63792
Construction,Europe,India,2017,38.62,956.22,7.4,134.32,18.43,17.3,258.01,23728.2,97.33,29.41,6.83,6.67,0.14968412077051277,3.7061354211077093,281.224302
Construction,Europe,India,2017,159.5,252.86,93.27,145.85,44.05,19.35,118.2,14478.45,97.33,54.94,9.05,1.48,1.3494077834179357,2.1392554991539763,138.92128399999999
Manufacturing,Europe,India,2017,201.73,45.13,21.61,84.4,24.37,1.8,480.65,9981.09,23.38,75.96,11.49,-3.88,0.41970248621658174,0.09389368563403726,34.280747999999996
Mining,Europe,South Africa,2017,297.3,651.6,95.92,93.84,14.48,10.28,1205.17,7215.97,25.03,3.32,-1.81,2.34,0.24668718935917755,0.5406706107852004,21.633119999999998
Mining,Europe,South Africa,2017,208.48,152.72,28.11,5.8,7.57,11.95,143.77,18462.01,40.92,65.76,6.54,0.44,1.450093899979133,1.062252208388398,100.428672
Mining,Europe,South Africa,2017,294.72,404.65,84.86,132.92,23.24,4.8,608.21,3682.88,98.19,62.13,3.33,6.09,0.4845694743591852,0.6653129675605465,251.409045
Manufacturing,Europe,South Africa,2017,233.65,910.02,16.19,38.54,45.45,9.09,997.03,22840.46,29.49,54.81,14.45,-1.32,0.23434600764269883,0.9127308105072064,498.78196199999996
Mining,Europe,South Africa,2017,28.83,817.44,51.2,8.65,24.68,17.31,1034.99,10939.8,23.88,89.67,12.14,2.92,0.027855341597503355,0.7898047324128736,732.998448
Mining,Europe,South Africa,2017,78.96,299.7,90.01,101.45,41.25,6.2,14.82,15951.17,86.86,63.93,-0.77,0.7,5.327935222672064,20.222672064777328,191.59821
Construction,Europe,South Africa,2017,51.14,717.49,41.98,93.42,25.32,4.14,1058.95,22797.57,75.98,16.58,0.81,0.73,0.04829312054393503,0.6775485150384815,118.959842
Mining,Europe,South Africa,2017,85.31,483.15,83.7,7.75,19.71,11.85,1406.37,10377.42,49.43,22.7,11.04,-4.13,0.06065971259341426,0.34354401757716674,109.67505
Energy,Europe,South Africa,2017,188.32,340.02,12.67,180.0,48.82,18.46,634.91,9463.34,45.25,16.28,-9.33,-3.78,0.29660896820021737,0.5355404703028775,55.355256
Mining,Europe,South Africa,2017,291.11,480.44,56.46,50.82,4.84,10.9,285.52,13809.71,85.71,40.42,-4.71,8.27,1.019578313253012,1.682684225273186,194.193848
Construction,Europe,South Africa,2017,101.45,36.08,39.12,135.72,9.84,10.21,795.52,24674.64,74.58,91.56,8.42,5.19,0.12752664923572005,0.04535398230088496,33.034848
Construction,Europe,South Africa,2017,140.18,861.34,63.66,177.24,41.7,11.96,1087.87,8041.4,62.17,56.69,-1.9,-3.35,0.1288573083180895,0.7917673986781509,488.293646
Manufacturing,Europe,South Africa,2017,170.62,277.76,83.16,174.07,35.02,3.27,462.03,4399.85,30.34,82.18,-7.98,-4.29,0.36928337986710824,0.6011730839988746,228.263168
